Region,SPI,Year,Month,Values
Assam Meghalaya,2,1920,5,-0.913963716
Assam Meghalaya,2,1920,6,-1.01907661
Assam Meghalaya,2,1920,7,-1.612254532
Assam Meghalaya,2,1920,8,-0.714795471
Assam Meghalaya,2,1920,9,1.048141623
Assam Meghalaya,2,1920,10,0.329107569
Assam Meghalaya,2,1920,11,-0.52597622
Assam Meghalaya,2,1920,12,-1.09016569
Assam Meghalaya,2,1921,1,0.798437533
Assam Meghalaya,2,1921,2,0.23373542
Assam Meghalaya,2,1921,3,0.667087933
Assam Meghalaya,2,1921,4,1.46395717
Assam Meghalaya,2,1921,5,1.075570639
Assam Meghalaya,2,1921,6,0.874800297
Assam Meghalaya,2,1921,7,0.882986501
Assam Meghalaya,2,1921,8,0.729662684
Assam Meghalaya,2,1921,9,0.517679174
Assam Meghalaya,2,1921,10,0.042168669
Assam Meghalaya,2,1921,11,-0.216169237
Assam Meghalaya,2,1921,12,-0.285941319
Assam Meghalaya,2,1922,1,0.434549955
Assam Meghalaya,2,1922,2,-1.024152163
Assam Meghalaya,2,1922,3,-0.591597101
Assam Meghalaya,2,1922,4,-0.853444936
Assam Meghalaya,2,1922,5,-1.808444724
Assam Meghalaya,2,1922,6,-1.02435066
Assam Meghalaya,2,1922,7,-0.597040879
Assam Meghalaya,2,1922,8,-0.233828898
Assam Meghalaya,2,1922,9,0.115767955
Assam Meghalaya,2,1922,10,-0.573672098
Assam Meghalaya,2,1922,11,-0.468982413
Assam Meghalaya,2,1922,12,-0.421315466
Assam Meghalaya,2,1923,1,-1.653657976
Assam Meghalaya,2,1923,2,0.467253978
Assam Meghalaya,2,1923,3,-0.159938257
Assam Meghalaya,2,1923,4,-0.137149316
Assam Meghalaya,2,1923,5,0.179909239
Assam Meghalaya,2,1923,6,0.822310188
Assam Meghalaya,2,1923,7,0.109086904
Assam Meghalaya,2,1923,8,-1.760852935
Assam Meghalaya,2,1923,9,-0.605115372
Assam Meghalaya,2,1923,10,-0.115313605
Assam Meghalaya,2,1923,11,-0.826528938
Assam Meghalaya,2,1923,12,-0.830400624
Assam Meghalaya,2,1924,1,-0.782391627
Assam Meghalaya,2,1924,2,-0.505466143
Assam Meghalaya,2,1924,3,-1.537652783
Assam Meghalaya,2,1924,4,-0.818347435
Assam Meghalaya,2,1924,5,-0.365451245
Assam Meghalaya,2,1924,6,-0.781761269
Assam Meghalaya,2,1924,7,0.759734996
Assam Meghalaya,2,1924,8,1.37039673
Assam Meghalaya,2,1924,9,0.361249685
Assam Meghalaya,2,1924,10,-0.065101263
Assam Meghalaya,2,1924,11,0.962620683
Assam Meghalaya,2,1924,12,2.478036571
Assam Meghalaya,2,1925,1,0.005185052
Assam Meghalaya,2,1925,2,-0.134663407
Assam Meghalaya,2,1925,3,-0.596560914
Assam Meghalaya,2,1925,4,0.150904897
Assam Meghalaya,2,1925,5,1.715710878
Assam Meghalaya,2,1925,6,0.343585256
Assam Meghalaya,2,1925,7,-1.541633736
Assam Meghalaya,2,1925,8,-0.727579077
Assam Meghalaya,2,1925,9,-0.176055046
Assam Meghalaya,2,1925,10,-0.310184462
Assam Meghalaya,2,1925,11,-0.776814125
Assam Meghalaya,2,1925,12,-1.370884973
Assam Meghalaya,2,1926,1,0.405526377
Assam Meghalaya,2,1926,2,0.179457768
Assam Meghalaya,2,1926,3,0.971499514
Assam Meghalaya,2,1926,4,0.103432221
Assam Meghalaya,2,1926,5,-0.833106563
Assam Meghalaya,2,1926,6,0.161375518
Assam Meghalaya,2,1926,7,0.679813469
Assam Meghalaya,2,1926,8,-0.041318627
Assam Meghalaya,2,1926,9,-1.388914679
Assam Meghalaya,2,1926,10,-0.63795729
Assam Meghalaya,2,1926,11,0.169034428
Assam Meghalaya,2,1926,12,0.232963953
Assam Meghalaya,2,1927,1,1.832208145
Assam Meghalaya,2,1927,2,1.688968711
Assam Meghalaya,2,1927,3,0.428122509
Assam Meghalaya,2,1927,4,0.110580803
Assam Meghalaya,2,1927,5,-0.427036986
Assam Meghalaya,2,1927,6,-0.813411803
Assam Meghalaya,2,1927,7,-0.176529178
Assam Meghalaya,2,1927,8,0.265019054
Assam Meghalaya,2,1927,9,1.796244901
Assam Meghalaya,2,1927,10,1.631959113
Assam Meghalaya,2,1927,11,0.088009392
Assam Meghalaya,2,1927,12,-0.220252765
Assam Meghalaya,2,1928,1,-0.919478196
Assam Meghalaya,2,1928,2,-0.328318734
Assam Meghalaya,2,1928,3,-0.773560972
Assam Meghalaya,2,1928,4,-1.159119209
Assam Meghalaya,2,1928,5,-0.038709097
Assam Meghalaya,2,1928,6,0.112396631
Assam Meghalaya,2,1928,7,-0.716908985
Assam Meghalaya,2,1928,8,-0.283874652
Assam Meghalaya,2,1928,9,0.457772367
Assam Meghalaya,2,1928,10,1.360304351
Assam Meghalaya,2,1928,11,1.363068421
Assam Meghalaya,2,1928,12,-0.173730462
Assam Meghalaya,2,1929,1,2.241756576
Assam Meghalaya,2,1929,2,1.292863337
Assam Meghalaya,2,1929,3,-0.0000312
Assam Meghalaya,2,1929,4,1.188318044
Assam Meghalaya,2,1929,5,2.144442758
Assam Meghalaya,2,1929,6,2.000969944
Assam Meghalaya,2,1929,7,0.113337855
Assam Meghalaya,2,1929,8,-0.670626486
Assam Meghalaya,2,1929,9,-0.335729985
Assam Meghalaya,2,1929,10,-0.06325029
Assam Meghalaya,2,1929,11,0.289506532
Assam Meghalaya,2,1929,12,0.410398466
Assam Meghalaya,2,1930,1,1.345519025
Assam Meghalaya,2,1930,2,0.618141261
Assam Meghalaya,2,1930,3,0.093656321
Assam Meghalaya,2,1930,4,0.157988575
Assam Meghalaya,2,1930,5,-1.361558169
Assam Meghalaya,2,1930,6,0.216179193
Assam Meghalaya,2,1930,7,0.063632861
Assam Meghalaya,2,1930,8,-1.21643958
Assam Meghalaya,2,1930,9,0.029543284
Assam Meghalaya,2,1930,10,-0.306316039
Assam Meghalaya,2,1930,11,0.991833042
Assam Meghalaya,2,1930,12,2.21613377
Assam Meghalaya,2,1931,1,-0.909250711
Assam Meghalaya,2,1931,2,-0.500622108
Assam Meghalaya,2,1931,3,-0.819009661
Assam Meghalaya,2,1931,4,0.211978726
Assam Meghalaya,2,1931,5,0.440945927
Assam Meghalaya,2,1931,6,1.308834779
Assam Meghalaya,2,1931,7,2.018181448
Assam Meghalaya,2,1931,8,0.282521526
Assam Meghalaya,2,1931,9,-0.888854224
Assam Meghalaya,2,1931,10,-0.02268553
Assam Meghalaya,2,1931,11,0.039067754
Assam Meghalaya,2,1931,12,0.71986219
Assam Meghalaya,2,1932,1,1.151463586
Assam Meghalaya,2,1932,2,0.407306238
Assam Meghalaya,2,1932,3,-0.16634579
Assam Meghalaya,2,1932,4,-0.343450417
Assam Meghalaya,2,1932,5,1.098209683
Assam Meghalaya,2,1932,6,1.460969355
Assam Meghalaya,2,1932,7,0.216931215
Assam Meghalaya,2,1932,8,-0.194486885
Assam Meghalaya,2,1932,9,0.015533056
Assam Meghalaya,2,1932,10,-0.494103783
Assam Meghalaya,2,1932,11,0.316507104
Assam Meghalaya,2,1932,12,1.920201471
Assam Meghalaya,2,1933,1,0.371178696
Assam Meghalaya,2,1933,2,-0.155416358
Assam Meghalaya,2,1933,3,-1.411209985
Assam Meghalaya,2,1933,4,-0.476427843
Assam Meghalaya,2,1933,5,-0.254363082
Assam Meghalaya,2,1933,6,-0.521220763
Assam Meghalaya,2,1933,7,-0.633985383
Assam Meghalaya,2,1933,8,0.564236249
Assam Meghalaya,2,1933,9,0.466950776
Assam Meghalaya,2,1933,10,-1.260568278
Assam Meghalaya,2,1933,11,-0.709445035
Assam Meghalaya,2,1933,12,-1.012392264
Assam Meghalaya,2,1934,1,-0.079114887
Assam Meghalaya,2,1934,2,1.234232127
Assam Meghalaya,2,1934,3,-0.244342239
Assam Meghalaya,2,1934,4,0.347969935
Assam Meghalaya,2,1934,5,1.275401071
Assam Meghalaya,2,1934,6,2.738905787
Assam Meghalaya,2,1934,7,2.41884254
Assam Meghalaya,2,1934,8,-0.024824145
Assam Meghalaya,2,1934,9,-0.930230682
Assam Meghalaya,2,1934,10,0.358568438
Assam Meghalaya,2,1934,11,1.259529234
Assam Meghalaya,2,1934,12,0.922821928
Assam Meghalaya,2,1935,1,-1.059581949
Assam Meghalaya,2,1935,2,0.373445358
Assam Meghalaya,2,1935,3,0.022136854
Assam Meghalaya,2,1935,4,-1.624215688
Assam Meghalaya,2,1935,5,-1.511425001
Assam Meghalaya,2,1935,6,0.587482821
Assam Meghalaya,2,1935,7,0.43329131
Assam Meghalaya,2,1935,8,0.561282405
Assam Meghalaya,2,1935,9,1.329082654
Assam Meghalaya,2,1935,10,-0.929931674
Assam Meghalaya,2,1935,11,-1.920364614
Assam Meghalaya,2,1935,12,-0.559277313
Assam Meghalaya,2,1936,1,-0.454387003
Assam Meghalaya,2,1936,2,0.90728744
Assam Meghalaya,2,1936,3,0.417429546
Assam Meghalaya,2,1936,4,-0.308200044
Assam Meghalaya,2,1936,5,1.151029348
Assam Meghalaya,2,1936,6,0.590400347
Assam Meghalaya,2,1936,7,-0.122569284
Assam Meghalaya,2,1936,8,-0.006797277
Assam Meghalaya,2,1936,9,-0.641224177
Assam Meghalaya,2,1936,10,0.405936993
Assam Meghalaya,2,1936,11,0.612424567
Assam Meghalaya,2,1936,12,0.222989414
Assam Meghalaya,2,1937,1,-0.072965982
Assam Meghalaya,2,1937,2,0.318403001
Assam Meghalaya,2,1937,3,-0.985990653
Assam Meghalaya,2,1937,4,-2.661072557
Assam Meghalaya,2,1937,5,-0.147013376
Assam Meghalaya,2,1937,6,0.386915977
Assam Meghalaya,2,1937,7,-0.66257072
Assam Meghalaya,2,1937,8,0.371823169
Assam Meghalaya,2,1937,9,0.363780888
Assam Meghalaya,2,1937,10,-0.441355859
Assam Meghalaya,2,1937,11,0.067128917
Assam Meghalaya,2,1937,12,-0.272585081
Assam Meghalaya,2,1938,1,0.954025035
Assam Meghalaya,2,1938,2,0.161121162
Assam Meghalaya,2,1938,3,0.472323542
Assam Meghalaya,2,1938,4,0.380856475
Assam Meghalaya,2,1938,5,-0.651343498
Assam Meghalaya,2,1938,6,-0.508818932
Assam Meghalaya,2,1938,7,0.195173661
Assam Meghalaya,2,1938,8,0.758645769
Assam Meghalaya,2,1938,9,1.030928155
Assam Meghalaya,2,1938,10,0.459763348
Assam Meghalaya,2,1938,11,0.527811589
Assam Meghalaya,2,1938,12,1.062601121
Assam Meghalaya,2,1939,1,-1.921947702
Assam Meghalaya,2,1939,2,-0.364488028
Assam Meghalaya,2,1939,3,-1.470058506
Assam Meghalaya,2,1939,4,-1.390883159
Assam Meghalaya,2,1939,5,-0.415444804
Assam Meghalaya,2,1939,6,0.544342691
Assam Meghalaya,2,1939,7,0.37274625
Assam Meghalaya,2,1939,8,-1.574691497
Assam Meghalaya,2,1939,9,-0.510866985
Assam Meghalaya,2,1939,10,1.182358627
Assam Meghalaya,2,1939,11,0.246925122
Assam Meghalaya,2,1939,12,-1.754018029
Assam Meghalaya,2,1940,1,-1.499897751
Assam Meghalaya,2,1940,2,0.397190609
Assam Meghalaya,2,1940,3,1.917350782
Assam Meghalaya,2,1940,4,-0.353947281
Assam Meghalaya,2,1940,5,-0.430905678
Assam Meghalaya,2,1940,6,0.360044626
Assam Meghalaya,2,1940,7,-0.642473936
Assam Meghalaya,2,1940,8,-0.886839456
Assam Meghalaya,2,1940,9,0.100150089
Assam Meghalaya,2,1940,10,0.387032123
Assam Meghalaya,2,1940,11,-0.351760894
Assam Meghalaya,2,1940,12,0.041159783
Assam Meghalaya,2,1941,1,-0.085284195
Assam Meghalaya,2,1941,2,-0.138799659
Assam Meghalaya,2,1941,3,-0.444284698
Assam Meghalaya,2,1941,4,0.115341072
Assam Meghalaya,2,1941,5,1.604839321
Assam Meghalaya,2,1941,6,1.545706753
Assam Meghalaya,2,1941,7,-0.273642767
Assam Meghalaya,2,1941,8,-1.007612874
Assam Meghalaya,2,1941,9,-0.358675697
Assam Meghalaya,2,1941,10,0.037623386
Assam Meghalaya,2,1941,11,0.19483944
Assam Meghalaya,2,1941,12,0.041159783
Assam Meghalaya,2,1942,1,-0.41673693
Assam Meghalaya,2,1942,2,-0.443295446
Assam Meghalaya,2,1942,3,0.50728331
Assam Meghalaya,2,1942,4,0.632494777
Assam Meghalaya,2,1942,5,0.914355567
Assam Meghalaya,2,1942,6,1.263465628
Assam Meghalaya,2,1942,7,-0.13129608
Assam Meghalaya,2,1942,8,-1.059778779
Assam Meghalaya,2,1942,9,1.184687732
Assam Meghalaya,2,1942,10,0.467415618
Assam Meghalaya,2,1942,11,-1.223563741
Assam Meghalaya,2,1942,12,0.437502796
Assam Meghalaya,2,1943,1,1.328730363
Assam Meghalaya,2,1943,2,1.548505601
Assam Meghalaya,2,1943,3,1.51193909
Assam Meghalaya,2,1943,4,1.394869125
Assam Meghalaya,2,1943,5,0.911159434
Assam Meghalaya,2,1943,6,0.293280697
Assam Meghalaya,2,1943,7,-0.23672704
Assam Meghalaya,2,1943,8,-0.127472889
Assam Meghalaya,2,1943,9,0.765480309
Assam Meghalaya,2,1943,10,0.457210536
Assam Meghalaya,2,1943,11,-0.694031228
Assam Meghalaya,2,1943,12,-1.019948911
Assam Meghalaya,2,1944,1,1.108031012
Assam Meghalaya,2,1944,2,0.618141261
Assam Meghalaya,2,1944,3,-0.646695812
Assam Meghalaya,2,1944,4,-0.891787508
Assam Meghalaya,2,1944,5,0.677336108
Assam Meghalaya,2,1944,6,0.540677539
Assam Meghalaya,2,1944,7,-0.71535175
Assam Meghalaya,2,1944,8,-0.469676393
Assam Meghalaya,2,1944,9,0.25770765
Assam Meghalaya,2,1944,10,-0.201923537
Assam Meghalaya,2,1944,11,-1.254403828
Assam Meghalaya,2,1944,12,-0.843517065
Assam Meghalaya,2,1945,1,1.573972647
Assam Meghalaya,2,1945,2,1.100422207
Assam Meghalaya,2,1945,3,0.038165355
Assam Meghalaya,2,1945,4,-0.498069314
Assam Meghalaya,2,1945,5,-0.368324985
Assam Meghalaya,2,1945,6,0.41668286
Assam Meghalaya,2,1945,7,0.625492879
Assam Meghalaya,2,1945,8,0.765154875
Assam Meghalaya,2,1945,9,0.526796395
Assam Meghalaya,2,1945,10,0.626019066
Assam Meghalaya,2,1945,11,0.649573958
Assam Meghalaya,2,1945,12,-0.982622012
Assam Meghalaya,2,1946,1,-1.468315532
Assam Meghalaya,2,1946,2,-0.880402223
Assam Meghalaya,2,1946,3,0.713334014
Assam Meghalaya,2,1946,4,0.972899219
Assam Meghalaya,2,1946,5,0.352664255
Assam Meghalaya,2,1946,6,0.537744378
Assam Meghalaya,2,1946,7,0.989164852
Assam Meghalaya,2,1946,8,-0.230610361
Assam Meghalaya,2,1946,9,-1.584201656
Assam Meghalaya,2,1946,10,2.027994926
Assam Meghalaya,2,1946,11,2.567023685
Assam Meghalaya,2,1946,12,-0.883679712
Assam Meghalaya,2,1947,1,-1.548913208
Assam Meghalaya,2,1947,2,-2.040486787
Assam Meghalaya,2,1947,3,-0.187805123
Assam Meghalaya,2,1947,4,0.687185571
Assam Meghalaya,2,1947,5,1.112227366
Assam Meghalaya,2,1947,6,1.39759377
Assam Meghalaya,2,1947,7,1.571621091
Assam Meghalaya,2,1947,8,0.82856725
Assam Meghalaya,2,1947,9,0.724248657
Assam Meghalaya,2,1947,10,1.697882101
Assam Meghalaya,2,1947,11,0.927787356
Assam Meghalaya,2,1947,12,-0.527481853
Assam Meghalaya,2,1948,1,0.228102464
Assam Meghalaya,2,1948,2,0.244462491
Assam Meghalaya,2,1948,3,-0.096613106
Assam Meghalaya,2,1948,4,0.647563764
Assam Meghalaya,2,1948,5,3.360154885
Assam Meghalaya,2,1948,6,3.181217691
Assam Meghalaya,2,1948,7,1.126202758
Assam Meghalaya,2,1948,8,0.882996663
Assam Meghalaya,2,1948,9,0.184862274
Assam Meghalaya,2,1948,10,0.765386739
Assam Meghalaya,2,1948,11,1.435802903
Assam Meghalaya,2,1948,12,0.967970914
Assam Meghalaya,2,1949,1,0.222811674
Assam Meghalaya,2,1949,2,0.1537515
Assam Meghalaya,2,1949,3,-0.557096588
Assam Meghalaya,2,1949,4,1.453739249
Assam Meghalaya,2,1949,5,1.911182158
Assam Meghalaya,2,1949,6,1.094312726
Assam Meghalaya,2,1949,7,-0.0336417
Assam Meghalaya,2,1949,8,-0.172088734
Assam Meghalaya,2,1949,9,1.067662792
Assam Meghalaya,2,1949,10,0.614405264
Assam Meghalaya,2,1949,11,-0.152670784
Assam Meghalaya,2,1949,12,-0.060926151
Assam Meghalaya,2,1950,1,0.381046948
Assam Meghalaya,2,1950,2,0.841160946
Assam Meghalaya,2,1950,3,0.571051104
Assam Meghalaya,2,1950,4,-1.30346586
Assam Meghalaya,2,1950,5,-1.042548318
Assam Meghalaya,2,1950,6,1.02426342
Assam Meghalaya,2,1950,7,0.494827306
Assam Meghalaya,2,1950,8,0.054854322
Assam Meghalaya,2,1950,9,-0.001130981
Assam Meghalaya,2,1950,10,-0.6266787
Assam Meghalaya,2,1950,11,0.730282542
Assam Meghalaya,2,1950,12,1.127395013
Assam Meghalaya,2,1951,1,-1.335580206
Assam Meghalaya,2,1951,2,-2.616653893
Assam Meghalaya,2,1951,3,-1.683054254
Assam Meghalaya,2,1951,4,-0.068743139
Assam Meghalaya,2,1951,5,-0.025073387
Assam Meghalaya,2,1951,6,0.836525834
Assam Meghalaya,2,1951,7,2.204326271
Assam Meghalaya,2,1951,8,1.343873937
Assam Meghalaya,2,1951,9,-0.994697178
Assam Meghalaya,2,1951,10,0.47845261
Assam Meghalaya,2,1951,11,1.659625473
Assam Meghalaya,2,1951,12,0.819827743
Assam Meghalaya,2,1952,1,-1.141321577
Assam Meghalaya,2,1952,2,-1.985196382
Assam Meghalaya,2,1952,3,0.095620933
Assam Meghalaya,2,1952,4,0.141444961
Assam Meghalaya,2,1952,5,1.186552253
Assam Meghalaya,2,1952,6,0.735122171
Assam Meghalaya,2,1952,7,0.469576082
Assam Meghalaya,2,1952,8,1.429981674
Assam Meghalaya,2,1952,9,1.00504645
Assam Meghalaya,2,1952,10,1.8001383
Assam Meghalaya,2,1952,11,1.885797343
Assam Meghalaya,2,1952,12,0.804732454
Assam Meghalaya,2,1953,1,0.444141278
Assam Meghalaya,2,1953,2,0.321875155
Assam Meghalaya,2,1953,3,1.879584526
Assam Meghalaya,2,1953,4,1.030296625
Assam Meghalaya,2,1953,5,0.167539153
Assam Meghalaya,2,1953,6,0.309828279
Assam Meghalaya,2,1953,7,0.231643323
Assam Meghalaya,2,1953,8,-0.12667836
Assam Meghalaya,2,1953,9,0.800097444
Assam Meghalaya,2,1953,10,1.129648666
Assam Meghalaya,2,1953,11,-0.474627022
Assam Meghalaya,2,1953,12,-0.836942394
Assam Meghalaya,2,1954,1,0.305927323
Assam Meghalaya,2,1954,2,1.270041978
Assam Meghalaya,2,1954,3,-0.185652157
Assam Meghalaya,2,1954,4,-0.508928894
Assam Meghalaya,2,1954,5,0.620196862
Assam Meghalaya,2,1954,6,0.570689262
Assam Meghalaya,2,1954,7,0.174776949
Assam Meghalaya,2,1954,8,0.274915626
Assam Meghalaya,2,1954,9,-0.507120146
Assam Meghalaya,2,1954,10,-0.19718158
Assam Meghalaya,2,1954,11,0.407699635
Assam Meghalaya,2,1954,12,-0.281476704
Assam Meghalaya,2,1955,1,0.69759895
Assam Meghalaya,2,1955,2,-1.01176857
Assam Meghalaya,2,1955,3,0.653764454
Assam Meghalaya,2,1955,4,0.86557306
Assam Meghalaya,2,1955,5,0.156034049
Assam Meghalaya,2,1955,6,0.293280697
Assam Meghalaya,2,1955,7,1.222210384
Assam Meghalaya,2,1955,8,0.835746699
Assam Meghalaya,2,1955,9,-0.309196067
Assam Meghalaya,2,1955,10,0.065752099
Assam Meghalaya,2,1955,11,1.197522034
Assam Meghalaya,2,1955,12,2.262697525
Assam Meghalaya,2,1956,1,0.831149364
Assam Meghalaya,2,1956,2,-0.443295446
Assam Meghalaya,2,1956,3,0.799283217
Assam Meghalaya,2,1956,4,0.591377131
Assam Meghalaya,2,1956,5,0.817868115
Assam Meghalaya,2,1956,6,2.694881747
Assam Meghalaya,2,1956,7,1.602127454
Assam Meghalaya,2,1956,8,-0.069673025
Assam Meghalaya,2,1956,9,-0.947040222
Assam Meghalaya,2,1956,10,-1.148789954
Assam Meghalaya,2,1956,11,0.518725756
Assam Meghalaya,2,1956,12,0.761410627
Assam Meghalaya,2,1957,1,2.351049967
Assam Meghalaya,2,1957,2,1.963264509
Assam Meghalaya,2,1957,3,-0.835237536
Assam Meghalaya,2,1957,4,-1.254792982
Assam Meghalaya,2,1957,5,0.583526466
Assam Meghalaya,2,1957,6,0.870555316
Assam Meghalaya,2,1957,7,-0.436472628
Assam Meghalaya,2,1957,8,-1.065989424
Assam Meghalaya,2,1957,9,-1.01663693
Assam Meghalaya,2,1957,10,-0.667803135
Assam Meghalaya,2,1957,11,-0.361224353
Assam Meghalaya,2,1957,12,-0.363852479
Assam Meghalaya,2,1958,1,0.169159357
Assam Meghalaya,2,1958,2,0.516267809
Assam Meghalaya,2,1958,3,-1.307547977
Assam Meghalaya,2,1958,4,-0.927482542
Assam Meghalaya,2,1958,5,1.443362103
Assam Meghalaya,2,1958,6,0.594774923
Assam Meghalaya,2,1958,7,-1.882160772
Assam Meghalaya,2,1958,8,-0.586322324
Assam Meghalaya,2,1958,9,0.359561822
Assam Meghalaya,2,1958,10,0.00114434
Assam Meghalaya,2,1958,11,0.037892999
Assam Meghalaya,2,1958,12,-0.791818778
Assam Meghalaya,2,1959,1,0.988617292
Assam Meghalaya,2,1959,2,1.292863337
Assam Meghalaya,2,1959,3,0.865986327
Assam Meghalaya,2,1959,4,-0.730380178
Assam Meghalaya,2,1959,5,0.081259116
Assam Meghalaya,2,1959,6,0.47593363
Assam Meghalaya,2,1959,7,-1.12913358
Assam Meghalaya,2,1959,8,-2.149782979
Assam Meghalaya,2,1959,9,-1.181136921
Assam Meghalaya,2,1959,10,1.690823417
Assam Meghalaya,2,1959,11,1.852715549
Assam Meghalaya,2,1959,12,-0.982622012
Assam Meghalaya,2,1960,1,-2.570800306
Assam Meghalaya,2,1960,2,-1.860161296
Assam Meghalaya,2,1960,3,-1.265381784
Assam Meghalaya,2,1960,4,-3.136550513
Assam Meghalaya,2,1960,5,-1.597108237
Assam Meghalaya,2,1960,6,-0.312874048
Assam Meghalaya,2,1960,7,0.717191886
Assam Meghalaya,2,1960,8,1.062700462
Assam Meghalaya,2,1960,9,1.360864859
Assam Meghalaya,2,1960,10,0.844376218
Assam Meghalaya,2,1960,11,-0.636291438
Assam Meghalaya,2,1960,12,0.239585059
Assam Meghalaya,2,1961,1,-0.401908265
Assam Meghalaya,2,1961,2,-0.574416128
Assam Meghalaya,2,1961,3,2.419812682
Assam Meghalaya,2,1961,4,1.336341288
Assam Meghalaya,2,1961,5,-0.077962143
Assam Meghalaya,2,1961,6,-0.350071931
Assam Meghalaya,2,1961,7,-1.068098471
Assam Meghalaya,2,1961,8,-0.794364197
Assam Meghalaya,2,1961,9,-0.881979185
Assam Meghalaya,2,1961,10,-0.748893791
Assam Meghalaya,2,1961,11,-0.155183169
Assam Meghalaya,2,1961,12,0.278843243
Assam Meghalaya,2,1962,1,0.119662867
Assam Meghalaya,2,1962,2,0.265791528
Assam Meghalaya,2,1962,3,-1.414630882
Assam Meghalaya,2,1962,4,-1.657927326
Assam Meghalaya,2,1962,5,-0.637342707
Assam Meghalaya,2,1962,6,0.207826762
Assam Meghalaya,2,1962,7,-0.688921262
Assam Meghalaya,2,1962,8,-0.596395039
Assam Meghalaya,2,1962,9,-0.90656043
Assam Meghalaya,2,1962,10,-2.112842001
Assam Meghalaya,2,1962,11,-0.707899448
Assam Meghalaya,2,1962,12,-1.310767238
Assam Meghalaya,2,1963,1,-1.117460687
Assam Meghalaya,2,1963,2,-1.985196382
Assam Meghalaya,2,1963,3,-0.898385617
Assam Meghalaya,2,1963,4,-0.11340284
Assam Meghalaya,2,1963,5,-0.165554098
Assam Meghalaya,2,1963,6,0.663766252
Assam Meghalaya,2,1963,7,1.147901874
Assam Meghalaya,2,1963,8,0.797634141
Assam Meghalaya,2,1963,9,-0.073458835
Assam Meghalaya,2,1963,10,-0.374404747
Assam Meghalaya,2,1963,11,0.301414799
Assam Meghalaya,2,1963,12,0.088309436
Assam Meghalaya,2,1964,1,-0.485127017
Assam Meghalaya,2,1964,2,-0.373619739
Assam Meghalaya,2,1964,3,0.001990103
Assam Meghalaya,2,1964,4,0.928180018
Assam Meghalaya,2,1964,5,0.508786181
Assam Meghalaya,2,1964,6,-0.149125238
Assam Meghalaya,2,1964,7,0.707860736
Assam Meghalaya,2,1964,8,0.235268871
Assam Meghalaya,2,1964,9,-0.439976879
Assam Meghalaya,2,1964,10,0.780776796
Assam Meghalaya,2,1964,11,0.686321219
Assam Meghalaya,2,1964,12,-0.277024654
Assam Meghalaya,2,1965,1,-0.665361396
Assam Meghalaya,2,1965,2,0.639962247
Assam Meghalaya,2,1965,3,0.449409506
Assam Meghalaya,2,1965,4,-0.808163281
Assam Meghalaya,2,1965,5,-0.643339308
Assam Meghalaya,2,1965,6,0.256320099
Assam Meghalaya,2,1965,7,-0.094269792
Assam Meghalaya,2,1965,8,-0.562865378
Assam Meghalaya,2,1965,9,0.065349313
Assam Meghalaya,2,1965,10,-0.354865671
Assam Meghalaya,2,1965,11,-0.285103486
Assam Meghalaya,2,1965,12,0.869441624
Assam Meghalaya,2,1966,1,0.29058672
Assam Meghalaya,2,1966,2,-0.559459015
Assam Meghalaya,2,1966,3,-2.042880536
Assam Meghalaya,2,1966,4,-1.690133275
Assam Meghalaya,2,1966,5,-0.20373142
Assam Meghalaya,2,1966,6,1.798794597
Assam Meghalaya,2,1966,7,1.644682916
Assam Meghalaya,2,1966,8,1.363602836
Assam Meghalaya,2,1966,9,0.966478875
Assam Meghalaya,2,1966,10,-0.11718211
Assam Meghalaya,2,1966,11,0.556920612
Assam Meghalaya,2,1966,12,0.864527846
Assam Meghalaya,2,1967,1,0.551615286
Assam Meghalaya,2,1967,2,0.627512844
Assam Meghalaya,2,1967,3,1.078600284
Assam Meghalaya,2,1967,4,-0.055183257
Assam Meghalaya,2,1967,5,-1.124006212
Assam Meghalaya,2,1967,6,-1.266190285
Assam Meghalaya,2,1967,7,-0.787274467
Assam Meghalaya,2,1967,8,-1.267197199
Assam Meghalaya,2,1967,9,-1.012643319
Assam Meghalaya,2,1967,10,-0.454247699
Assam Meghalaya,2,1967,11,-1.120616401
Assam Meghalaya,2,1967,12,-0.47092627
Assam Meghalaya,2,1968,1,-0.060728727
Assam Meghalaya,2,1968,2,-0.085574708
Assam Meghalaya,2,1968,3,-0.075800804
Assam Meghalaya,2,1968,4,-0.384260616
Assam Meghalaya,2,1968,5,-0.115617264
Assam Meghalaya,2,1968,6,0.462634965
Assam Meghalaya,2,1968,7,0.729175945
Assam Meghalaya,2,1968,8,0.617249967
Assam Meghalaya,2,1968,9,-0.466020874
Assam Meghalaya,2,1968,10,-1.012876588
Assam Meghalaya,2,1968,11,-0.601962085
Assam Meghalaya,2,1968,12,-1.190764474
Assam Meghalaya,2,1969,1,-0.066837316
Assam Meghalaya,2,1969,2,-1.159178695
Assam Meghalaya,2,1969,3,0.046150283
Assam Meghalaya,2,1969,4,0.111771279
Assam Meghalaya,2,1969,5,-0.843415408
Assam Meghalaya,2,1969,6,-0.127013695
Assam Meghalaya,2,1969,7,0.232343359
Assam Meghalaya,2,1969,8,0.202362045
Assam Meghalaya,2,1969,9,-0.683239981
Assam Meghalaya,2,1969,10,-1.828380933
Assam Meghalaya,2,1969,11,-0.660444791
