Region,SPI,Year,Month,Values
Assam Meghalaya,2,1969,12,-0.165412823
Assam Meghalaya,2,1970,1,1.586332931
Assam Meghalaya,2,1970,2,1.585879916
Assam Meghalaya,2,1970,3,0.475835376
Assam Meghalaya,2,1970,4,0.173303535
Assam Meghalaya,2,1970,5,0.125858833
Assam Meghalaya,2,1970,6,0.719312517
Assam Meghalaya,2,1970,7,1.273330235
Assam Meghalaya,2,1970,8,0.804836811
Assam Meghalaya,2,1970,9,-0.277290661
Assam Meghalaya,2,1970,10,0.74263936
Assam Meghalaya,2,1970,11,1.584140676
Assam Meghalaya,2,1970,12,1.177615217
Assam Meghalaya,2,1971,1,-0.308522698
Assam Meghalaya,2,1971,2,-0.594518778
Assam Meghalaya,2,1971,3,-1.176975672
Assam Meghalaya,2,1971,4,-0.238501582
Assam Meghalaya,2,1971,5,-0.49703081
Assam Meghalaya,2,1971,6,-1.248997755
Assam Meghalaya,2,1971,7,-1.017968166
Assam Meghalaya,2,1971,8,-0.692682439
Assam Meghalaya,2,1971,9,-1.073768186
Assam Meghalaya,2,1971,10,-0.132152899
Assam Meghalaya,2,1971,11,1.420106505
Assam Meghalaya,2,1971,12,1.791467074
Assam Meghalaya,2,1972,1,-0.394542074
Assam Meghalaya,2,1972,2,-0.257627021
Assam Meghalaya,2,1972,3,-0.117571846
Assam Meghalaya,2,1972,4,0.267725664
Assam Meghalaya,2,1972,5,0.157805232
Assam Meghalaya,2,1972,6,0.484788881
Assam Meghalaya,2,1972,7,0.269374932
Assam Meghalaya,2,1972,8,-1.3338321
Assam Meghalaya,2,1972,9,-2.090271981
Assam Meghalaya,2,1972,10,-1.653420727
Assam Meghalaya,2,1972,11,-1.268029825
Assam Meghalaya,2,1972,12,-1.173382135
Assam Meghalaya,2,1973,1,-0.55645293
Assam Meghalaya,2,1973,2,1.272585307
Assam Meghalaya,2,1973,3,-0.042799977
Assam Meghalaya,2,1973,4,-0.007427636
Assam Meghalaya,2,1973,5,0.825148393
Assam Meghalaya,2,1973,6,1.572035916
Assam Meghalaya,2,1973,7,0.461372451
Assam Meghalaya,2,1973,8,-1.247219805
Assam Meghalaya,2,1973,9,-0.111661732
Assam Meghalaya,2,1973,10,0.307357225
Assam Meghalaya,2,1973,11,0.637886553
Assam Meghalaya,2,1973,12,2.430063298
Assam Meghalaya,2,1974,1,2.587889956
Assam Meghalaya,2,1974,2,-0.378199245
Assam Meghalaya,2,1974,3,-0.498926362
Assam Meghalaya,2,1974,4,0.077136383
Assam Meghalaya,2,1974,5,-0.022349784
Assam Meghalaya,2,1974,6,0.531875282
Assam Meghalaya,2,1974,7,2.777308036
Assam Meghalaya,2,1974,8,2.689236756
Assam Meghalaya,2,1974,9,0.272206941
Assam Meghalaya,2,1974,10,0.668148743
Assam Meghalaya,2,1974,11,0.850665254
Assam Meghalaya,2,1974,12,-0.011023807
Assam Meghalaya,2,1975,1,-0.580937246
Assam Meghalaya,2,1975,2,-0.510320717
Assam Meghalaya,2,1975,3,-1.671527123
Assam Meghalaya,2,1975,4,-1.328018671
Assam Meghalaya,2,1975,5,-0.268498526
Assam Meghalaya,2,1975,6,-1.611409171
Assam Meghalaya,2,1975,7,-1.138939661
Assam Meghalaya,2,1975,8,-0.236243612
Assam Meghalaya,2,1975,9,-1.161782295
Assam Meghalaya,2,1975,10,-0.211419608
Assam Meghalaya,2,1975,11,0.371953077
Assam Meghalaya,2,1975,12,0.13078755
Assam Meghalaya,2,1976,1,-1.082440031
Assam Meghalaya,2,1976,2,0.373445358
Assam Meghalaya,2,1976,3,1.086030374
Assam Meghalaya,2,1976,4,0.578326294
Assam Meghalaya,2,1976,5,-0.94429162
Assam Meghalaya,2,1976,6,0.035367722
Assam Meghalaya,2,1976,7,1.656808983
Assam Meghalaya,2,1976,8,0.707867563
Assam Meghalaya,2,1976,9,-1.711062845
Assam Meghalaya,2,1976,10,-2.490838131
Assam Meghalaya,2,1976,11,-1.474566321
Assam Meghalaya,2,1976,12,-0.053152678
Assam Meghalaya,2,1977,1,-0.233223918
Assam Meghalaya,2,1977,2,-0.471776055
Assam Meghalaya,2,1977,3,-0.149289766
Assam Meghalaya,2,1977,4,2.209939234
Assam Meghalaya,2,1977,5,2.131467257
Assam Meghalaya,2,1977,6,0.372743477
Assam Meghalaya,2,1977,7,0.280527188
Assam Meghalaya,2,1977,8,0.747063075
Assam Meghalaya,2,1977,9,-0.406616617
Assam Meghalaya,2,1977,10,-0.979981372
Assam Meghalaya,2,1977,11,0.375123055
Assam Meghalaya,2,1977,12,1.08961806
Assam Meghalaya,2,1978,1,0.390871245
Assam Meghalaya,2,1978,2,-1.93185718
Assam Meghalaya,2,1978,3,-1.32726183
Assam Meghalaya,2,1978,4,-1.724418206
Assam Meghalaya,2,1978,5,-1.409971009
Assam Meghalaya,2,1978,6,-0.56435775
Assam Meghalaya,2,1978,7,-0.429689258
Assam Meghalaya,2,1978,8,-1.266288094
Assam Meghalaya,2,1978,9,-1.269351934
Assam Meghalaya,2,1978,10,-0.805747415
Assam Meghalaya,2,1978,11,-0.253674558
Assam Meghalaya,2,1978,12,0.74592009
Assam Meghalaya,2,1979,1,-1.749090008
Assam Meghalaya,2,1979,2,-1.43913652
Assam Meghalaya,2,1979,3,-1.121775951
Assam Meghalaya,2,1979,4,-1.666846964
Assam Meghalaya,2,1979,5,-2.394964857
Assam Meghalaya,2,1979,6,-2.664528488
Assam Meghalaya,2,1979,7,0.167733984
Assam Meghalaya,2,1979,8,0.54649948
Assam Meghalaya,2,1979,9,1.140689251
Assam Meghalaya,2,1979,10,2.126328975
Assam Meghalaya,2,1979,11,0.311125136
Assam Meghalaya,2,1979,12,0.797147229
Assam Meghalaya,2,1980,1,1.086047985
Assam Meghalaya,2,1980,2,0.164798455
Assam Meghalaya,2,1980,3,0.591486656
Assam Meghalaya,2,1980,4,0.060333204
Assam Meghalaya,2,1980,5,-0.07613101
Assam Meghalaya,2,1980,6,-0.671505339
Assam Meghalaya,2,1980,7,-1.0026639
Assam Meghalaya,2,1980,8,-0.603116781
Assam Meghalaya,2,1980,9,-0.583339298
Assam Meghalaya,2,1980,10,0.250453542
Assam Meghalaya,2,1980,11,0.430622516
Assam Meghalaya,2,1980,12,-2.337912399
Assam Meghalaya,2,1981,1,0.574326885
Assam Meghalaya,2,1981,2,0.646167378
Assam Meghalaya,2,1981,3,0.685327123
Assam Meghalaya,2,1981,4,0.111771279
Assam Meghalaya,2,1981,5,-0.004222523
Assam Meghalaya,2,1981,6,-1.365536907
Assam Meghalaya,2,1981,7,-0.720803291
Assam Meghalaya,2,1981,8,0.680188867
Assam Meghalaya,2,1981,9,-0.55125722
Assam Meghalaya,2,1981,10,-1.743927098
Assam Meghalaya,2,1981,11,-2.081915463
Assam Meghalaya,2,1981,12,0.470150678
Assam Meghalaya,2,1982,1,0.988617292
Assam Meghalaya,2,1982,2,-0.751557432
Assam Meghalaya,2,1982,3,-0.892833795
Assam Meghalaya,2,1982,4,0.456056205
Assam Meghalaya,2,1982,5,-0.694537987
Assam Meghalaya,2,1982,6,-1.422600112
Assam Meghalaya,2,1982,7,-0.635528141
Assam Meghalaya,2,1982,8,-0.591357198
Assam Meghalaya,2,1982,9,-0.125032971
Assam Meghalaya,2,1982,10,-0.965789431
Assam Meghalaya,2,1982,11,-0.94430996
Assam Meghalaya,2,1982,12,0.847247179
Assam Meghalaya,2,1983,1,0.448921598
Assam Meghalaya,2,1983,2,0.564464014
Assam Meghalaya,2,1983,3,0.385149685
Assam Meghalaya,2,1983,4,0.128409393
Assam Meghalaya,2,1983,5,-0.545103604
Assam Meghalaya,2,1983,6,-1.64648783
Assam Meghalaya,2,1983,7,0.05722468
Assam Meghalaya,2,1983,8,0.950602135
Assam Meghalaya,2,1983,9,0.771930835
Assam Meghalaya,2,1983,10,1.39651596
Assam Meghalaya,2,1983,11,0.624200088
Assam Meghalaya,2,1983,12,0.206249127
Assam Meghalaya,2,1984,1,0.930702417
Assam Meghalaya,2,1984,2,-1.233918758
Assam Meghalaya,2,1984,3,-2.424433857
Assam Meghalaya,2,1984,4,-1.124577413
Assam Meghalaya,2,1984,5,0.015660218
Assam Meghalaya,2,1984,6,-0.523703354
Assam Meghalaya,2,1984,7,-0.134934922
Assam Meghalaya,2,1984,8,0.214619368
Assam Meghalaya,2,1984,9,0.22092928
Assam Meghalaya,2,1984,10,0.503849509
Assam Meghalaya,2,1984,11,-0.3450214
Assam Meghalaya,2,1984,12,0.222989414
Assam Meghalaya,2,1985,1,0.71043542
Assam Meghalaya,2,1985,2,0.025256517
Assam Meghalaya,2,1985,3,0.762234011
Assam Meghalaya,2,1985,4,0.694648708
Assam Meghalaya,2,1985,5,-0.094466175
Assam Meghalaya,2,1985,6,-0.156245415
Assam Meghalaya,2,1985,7,0.263096272
Assam Meghalaya,2,1985,8,-0.497028327
Assam Meghalaya,2,1985,9,-0.741858683
Assam Meghalaya,2,1985,10,-0.990923939
Assam Meghalaya,2,1985,11,-1.907057937
Assam Meghalaya,2,1985,12,-0.522249531
Assam Meghalaya,2,1986,1,0.040213779
Assam Meghalaya,2,1986,2,-0.999462308
Assam Meghalaya,2,1986,3,-1.652447626
Assam Meghalaya,2,1986,4,0.529097666
Assam Meghalaya,2,1986,5,-0.259071446
Assam Meghalaya,2,1986,6,-2.787415315
Assam Meghalaya,2,1986,7,-2.006463741
Assam Meghalaya,2,1986,8,-1.075758271
Assam Meghalaya,2,1986,9,-0.578613235
Assam Meghalaya,2,1986,10,1.285795878
Assam Meghalaya,2,1986,11,1.885096169
Assam Meghalaya,2,1986,12,1.361183904
Assam Meghalaya,2,1987,1,-0.63956011
Assam Meghalaya,2,1987,2,-0.130534264
Assam Meghalaya,2,1987,3,0.788047157
Assam Meghalaya,2,1987,4,0.293078443
Assam Meghalaya,2,1987,5,-1.570344767
Assam Meghalaya,2,1987,6,-1.13679041
Assam Meghalaya,2,1987,7,1.007288739
Assam Meghalaya,2,1987,8,0.884424852
Assam Meghalaya,2,1987,9,0.934872559
Assam Meghalaya,2,1987,10,0.764575716
Assam Meghalaya,2,1987,11,-0.540418813
Assam Meghalaya,2,1987,12,0.206249127
Assam Meghalaya,2,1988,1,-0.226534244
Assam Meghalaya,2,1988,2,-0.077489356
Assam Meghalaya,2,1988,3,0.295699466
Assam Meghalaya,2,1988,4,-0.475078671
Assam Meghalaya,2,1988,5,0.755286439
Assam Meghalaya,2,1988,6,0.427078923
Assam Meghalaya,2,1988,7,0.294449874
Assam Meghalaya,2,1988,8,2.925577192
Assam Meghalaya,2,1988,9,2.721555576
Assam Meghalaya,2,1988,10,0.797744204
Assam Meghalaya,2,1988,11,2.473987161
Assam Meghalaya,2,1988,12,4.100134568
Assam Meghalaya,2,1989,1,0.264773374
Assam Meghalaya,2,1989,2,0.915810164
Assam Meghalaya,2,1989,3,-0.004078262
Assam Meghalaya,2,1989,4,-0.537559816
Assam Meghalaya,2,1989,5,-0.870297049
Assam Meghalaya,2,1989,6,-1.02435066
Assam Meghalaya,2,1989,7,1.384753714
Assam Meghalaya,2,1989,8,1.346597521
Assam Meghalaya,2,1989,9,0.259414653
Assam Meghalaya,2,1989,10,1.651162371
Assam Meghalaya,2,1989,11,1.078942044
Assam Meghalaya,2,1989,12,-0.254949841
Assam Meghalaya,2,1990,1,-0.322566209
Assam Meghalaya,2,1990,2,0.335720604
Assam Meghalaya,2,1990,3,0.267838429
Assam Meghalaya,2,1990,4,1.126628822
Assam Meghalaya,2,1990,5,0.652547582
Assam Meghalaya,2,1990,6,-0.822844811
Assam Meghalaya,2,1990,7,-0.999445409
Assam Meghalaya,2,1990,8,-1.436193631
Assam Meghalaya,2,1990,9,-0.676540795
Assam Meghalaya,2,1990,10,0.627676456
Assam Meghalaya,2,1990,11,0.426466663
Assam Meghalaya,2,1990,12,-0.112349285
Assam Meghalaya,2,1991,1,-0.336723742
Assam Meghalaya,2,1991,2,-0.401235098
Assam Meghalaya,2,1991,3,-0.441932691
Assam Meghalaya,2,1991,4,-0.389553081
Assam Meghalaya,2,1991,5,0.939875356
Assam Meghalaya,2,1991,6,1.311536575
Assam Meghalaya,2,1991,7,-0.109496089
Assam Meghalaya,2,1991,8,-0.576261464
Assam Meghalaya,2,1991,9,0.964901186
Assam Meghalaya,2,1991,10,1.892018158
Assam Meghalaya,2,1991,11,1.118325034
Assam Meghalaya,2,1991,12,0.696146491
Assam Meghalaya,2,1992,1,1.62615881
Assam Meghalaya,2,1992,2,0.855656538
Assam Meghalaya,2,1992,3,0.271566552
Assam Meghalaya,2,1992,4,-0.954447754
Assam Meghalaya,2,1992,5,-0.694537987
Assam Meghalaya,2,1992,6,-0.192735631
Assam Meghalaya,2,1992,7,-0.095718721
Assam Meghalaya,2,1992,8,-0.44323682
Assam Meghalaya,2,1992,9,-0.202142558
Assam Meghalaya,2,1992,10,0.010283611
Assam Meghalaya,2,1992,11,-0.540418813
Assam Meghalaya,2,1992,12,-0.450884482
Assam Meghalaya,2,1993,1,1.952471514
Assam Meghalaya,2,1993,2,2.6315753
Assam Meghalaya,2,1993,3,1.218821072
Assam Meghalaya,2,1993,4,-0.10841917
Assam Meghalaya,2,1993,5,0.066034055
Assam Meghalaya,2,1993,6,1.525912887
Assam Meghalaya,2,1993,7,2.049144232
Assam Meghalaya,2,1993,8,1.334335434
Assam Meghalaya,2,1993,9,0.895208192
Assam Meghalaya,2,1993,10,0.079318345
Assam Meghalaya,2,1993,11,-0.880569275
Assam Meghalaya,2,1993,12,-1.09016569
Assam Meghalaya,2,1994,1,0.326213647
Assam Meghalaya,2,1994,2,1.200633831
Assam Meghalaya,2,1994,3,1.769310141
Assam Meghalaya,2,1994,4,1.304944292
Assam Meghalaya,2,1994,5,0.092880833
Assam Meghalaya,2,1994,6,0.100881132
Assam Meghalaya,2,1994,7,-0.633214106
Assam Meghalaya,2,1994,8,-1.057118475
Assam Meghalaya,2,1994,9,-0.951991039
Assam Meghalaya,2,1994,10,-0.577731493
Assam Meghalaya,2,1994,11,0.400372092
Assam Meghalaya,2,1994,12,0.304583142
Assam Meghalaya,2,1995,1,0.649934045
Assam Meghalaya,2,1995,2,0.293975506
Assam Meghalaya,2,1995,3,-0.315459705
Assam Meghalaya,2,1995,4,-1.113645745
Assam Meghalaya,2,1995,5,-0.890013692
Assam Meghalaya,2,1995,6,0.210105425
Assam Meghalaya,2,1995,7,0.325010939
Assam Meghalaya,2,1995,8,0.153179344
Assam Meghalaya,2,1995,9,0.771930835
Assam Meghalaya,2,1995,10,-0.227600254
Assam Meghalaya,2,1995,11,-0.247171729
Assam Meghalaya,2,1995,12,1.38924335
Assam Meghalaya,2,1996,1,-0.173894423
Assam Meghalaya,2,1996,2,-0.065411654
Assam Meghalaya,2,1996,3,1.06220319
Assam Meghalaya,2,1996,4,-0.353947281
Assam Meghalaya,2,1996,5,0.333669067
Assam Meghalaya,2,1996,6,0.264629968
Assam Meghalaya,2,1996,7,-0.702126481
Assam Meghalaya,2,1996,8,-0.186480627
Assam Meghalaya,2,1996,9,-0.709132672
Assam Meghalaya,2,1996,10,0.45550809
Assam Meghalaya,2,1996,11,0.952830187
Assam Meghalaya,2,1996,12,-1.340408898
Assam Meghalaya,2,1997,1,-0.085284195
Assam Meghalaya,2,1997,2,0.731710432
Assam Meghalaya,2,1997,3,0.232213704
Assam Meghalaya,2,1997,4,-0.210406306
Assam Meghalaya,2,1997,5,-0.660360161
Assam Meghalaya,2,1997,6,-0.298364016
Assam Meghalaya,2,1997,7,0.256115322
Assam Meghalaya,2,1997,8,-0.490389499
Assam Meghalaya,2,1997,9,-0.129495192
Assam Meghalaya,2,1997,10,-0.465179611
Assam Meghalaya,2,1997,11,-1.947256756
Assam Meghalaya,2,1997,12,0.623426015
Assam Meghalaya,2,1998,1,1.10437972
Assam Meghalaya,2,1998,2,0.168470745
Assam Meghalaya,2,1998,3,1.120025021
Assam Meghalaya,2,1998,4,0.623864774
Assam Meghalaya,2,1998,5,-0.773642605
Assam Meghalaya,2,1998,6,-0.566021347
Assam Meghalaya,2,1998,7,0.410630723
Assam Meghalaya,2,1998,8,1.01421401
Assam Meghalaya,2,1998,9,-0.032800147
Assam Meghalaya,2,1998,10,-0.667803135
Assam Meghalaya,2,1998,11,0.556920612
Assam Meghalaya,2,1998,12,0.688184476
Assam Meghalaya,2,1999,1,-2.729374772
Assam Meghalaya,2,1999,2,-3.908260012
Assam Meghalaya,2,1999,3,-2.084393017
Assam Meghalaya,2,1999,4,-1.724418206
Assam Meghalaya,2,1999,5,0.192258607
Assam Meghalaya,2,1999,6,-0.171297535
Assam Meghalaya,2,1999,7,-0.035080078
Assam Meghalaya,2,1999,8,1.273479753
Assam Meghalaya,2,1999,9,-0.084101043
Assam Meghalaya,2,1999,10,0.060317503
Assam Meghalaya,2,1999,11,0.727432593
Assam Meghalaya,2,1999,12,-1.012392264
Assam Meghalaya,2,2000,1,-0.066837316
Assam Meghalaya,2,2000,2,-0.323837088
Assam Meghalaya,2,2000,3,-0.54975889
Assam Meghalaya,2,2000,4,0.801193933
Assam Meghalaya,2,2000,5,1.0559994
Assam Meghalaya,2,2000,6,0.712837184
Assam Meghalaya,2,2000,7,-0.745768183
Assam Meghalaya,2,2000,8,-0.78749033
Assam Meghalaya,2,2000,9,0.950689557
Assam Meghalaya,2,2000,10,0.037623386
Assam Meghalaya,2,2000,11,-0.815216017
Assam Meghalaya,2,2000,12,-0.71784806
Assam Meghalaya,2,2001,1,-1.335580206
Assam Meghalaya,2,2001,2,1.129746321
Assam Meghalaya,2,2001,3,-0.053073654
Assam Meghalaya,2,2001,4,-0.737525148
Assam Meghalaya,2,2001,5,-0.827958409
Assam Meghalaya,2,2001,6,-1.406913156
Assam Meghalaya,2,2001,7,-0.654835702
Assam Meghalaya,2,2001,8,-1.02967771
Assam Meghalaya,2,2001,9,-1.558441868
Assam Meghalaya,2,2001,10,0.209871532
Assam Meghalaya,2,2001,11,0.59665964
Assam Meghalaya,2,2001,12,-0.564645126
Assam Meghalaya,2,2002,1,0.174586834
Assam Meghalaya,2,2002,2,-0.471776055
Assam Meghalaya,2,2002,3,-0.244342239
Assam Meghalaya,2,2002,4,1.186370017
Assam Meghalaya,2,2002,5,0.635145688
Assam Meghalaya,2,2002,6,0.2260408
Assam Meghalaya,2,2002,7,0.550557573
Assam Meghalaya,2,2002,8,-0.324451855
Assam Meghalaya,2,2002,9,-1.403598363
Assam Meghalaya,2,2002,10,-2.015232582
Assam Meghalaya,2,2002,11,-0.52741692
Assam Meghalaya,2,2002,12,1.347043007
Assam Meghalaya,2,2003,1,-0.763796078
Assam Meghalaya,2,2003,2,0.359786019
Assam Meghalaya,2,2003,3,0.517703219
Assam Meghalaya,2,2003,4,-0.007427636
Assam Meghalaya,2,2003,5,-1.295752575
Assam Meghalaya,2,2003,6,-0.484894477
Assam Meghalaya,2,2003,7,0.488691127
Assam Meghalaya,2,2003,8,-0.8046854
Assam Meghalaya,2,2003,9,-1.58312657
Assam Meghalaya,2,2003,10,0.205444717
Assam Meghalaya,2,2003,11,0.722677427
Assam Meghalaya,2,2003,12,0.192750547
Assam Meghalaya,2,2004,1,0.77777037
Assam Meghalaya,2,2004,2,-0.364488028
Assam Meghalaya,2,2004,3,-0.508538079
Assam Meghalaya,2,2004,4,1.532234412
Assam Meghalaya,2,2004,5,1.800884086
Assam Meghalaya,2,2004,6,-0.628647953
Assam Meghalaya,2,2004,7,0.801432574
Assam Meghalaya,2,2004,8,1.125580388
Assam Meghalaya,2,2004,9,-1.493362056
Assam Meghalaya,2,2004,10,1.623407275
Assam Meghalaya,2,2004,11,2.06497638
Assam Meghalaya,2,2004,12,-0.863442652
Assam Meghalaya,2,2005,1,0.300825897
Assam Meghalaya,2,2005,2,0.764662184
Assam Meghalaya,2,2005,3,1.993122825
Assam Meghalaya,2,2005,4,1.467668331
Assam Meghalaya,2,2005,5,0.247575761
Assam Meghalaya,2,2005,6,-0.781761269
Assam Meghalaya,2,2005,7,-0.835292404
Assam Meghalaya,2,2005,8,0.653161301
Assam Meghalaya,2,2005,9,-0.375237861
Assam Meghalaya,2,2005,10,-0.824831499
Assam Meghalaya,2,2005,11,0.527811589
Assam Meghalaya,2,2005,12,-0.779203888
Assam Meghalaya,2,2006,1,-2.22179055
Assam Meghalaya,2,2006,2,0.293975506
Assam Meghalaya,2,2006,3,-0.649226684
Assam Meghalaya,2,2006,4,-0.726098712
Assam Meghalaya,2,2006,5,0.092880833
Assam Meghalaya,2,2006,6,-0.644588595
Assam Meghalaya,2,2006,7,-1.56654081
Assam Meghalaya,2,2006,8,-2.104261643
Assam Meghalaya,2,2006,9,-2.05695231
Assam Meghalaya,2,2006,10,-1.202099617
Assam Meghalaya,2,2006,11,-0.37344036
Assam Meghalaya,2,2006,12,0.404325955
Assam Meghalaya,2,2007,1,-0.950603152
Assam Meghalaya,2,2007,2,1.103098944
Assam Meghalaya,2,2007,3,0.04814348
Assam Meghalaya,2,2007,4,0.676505878
Assam Meghalaya,2,2007,5,-0.054198624
Assam Meghalaya,2,2007,6,-0.979628985
Assam Meghalaya,2,2007,7,1.044724905
Assam Meghalaya,2,2007,8,0.978925969
Assam Meghalaya,2,2007,9,0.343511313
Assam Meghalaya,2,2007,10,0.871556782
Assam Meghalaya,2,2007,11,0.780247522
Assam Meghalaya,2,2007,12,1.04898061
Assam Meghalaya,2,2008,1,1.041528347
Assam Meghalaya,2,2008,2,0.194038113
Assam Meghalaya,2,2008,3,0.688633397
Assam Meghalaya,2,2008,4,0.693583182
Assam Meghalaya,2,2008,5,-0.313941696
Assam Meghalaya,2,2008,6,-0.358180699
Assam Meghalaya,2,2008,7,-0.111673538
Assam Meghalaya,2,2008,8,0.181643043
Assam Meghalaya,2,2008,9,-0.231934602
Assam Meghalaya,2,2008,10,-0.438385064
Assam Meghalaya,2,2008,11,-0.023826864
Assam Meghalaya,2,2008,12,-1.550287287
Assam Meghalaya,2,2009,1,-1.26753066
Assam Meghalaya,2,2009,2,-1.254832496
Assam Meghalaya,2,2009,3,-0.898385617
Assam Meghalaya,2,2009,4,-1.044034224
Assam Meghalaya,2,2009,5,-1.271395317
Assam Meghalaya,2,2009,6,-1.783561287
Assam Meghalaya,2,2009,7,-1.158585606
Assam Meghalaya,2,2009,8,0.51686492
Assam Meghalaya,2,2009,9,-0.252765892
Assam Meghalaya,2,2009,10,-1.104961252
Assam Meghalaya,2,2009,11,-0.031033175
Assam Meghalaya,2,2009,12,-0.608326657
Assam Meghalaya,2,2010,1,-1.26753066
Assam Meghalaya,2,2010,2,-2.883516366
Assam Meghalaya,2,2010,3,0.136610039
Assam Meghalaya,2,2010,4,2.118168475
Assam Meghalaya,2,2010,5,1.882340006
Assam Meghalaya,2,2010,6,0.74732036
Assam Meghalaya,2,2010,7,-0.465172115
Assam Meghalaya,2,2010,8,-0.857345737
Assam Meghalaya,2,2010,9,0.221786282
Assam Meghalaya,2,2010,10,0.010283611
Assam Meghalaya,2,2010,11,-0.380250909
Assam Meghalaya,2,2010,12,-0.331298611
Assam Meghalaya,2,2011,1,-0.253444671
Assam Meghalaya,2,2011,2,-0.933107872
Assam Meghalaya,2,2011,3,0.10738409
Assam Meghalaya,2,2011,4,-0.998248672
Assam Meghalaya,2,2011,5,-1.555270667
Assam Meghalaya,2,2011,6,-1.126989998
Assam Meghalaya,2,2011,7,-1.137304534
Assam Meghalaya,2,2011,8,-1.110484957
Assam Meghalaya,2,2011,9,-0.948030136
Assam Meghalaya,2,2011,10,-1.507349752
Assam Meghalaya,2,2011,11,-1.727240724
Assam Meghalaya,2,2011,12,-0.406745345
Assam Meghalaya,2,2012,1,-0.173894423
Assam Meghalaya,2,2012,2,-1.415992592
Assam Meghalaya,2,2012,3,-1.910283635
Assam Meghalaya,2,2012,4,-0.488588469
Assam Meghalaya,2,2012,5,-1.309079358
Assam Meghalaya,2,2012,6,0.467069961
Assam Meghalaya,2,2012,7,1.54653713
Assam Meghalaya,2,2012,8,-0.492878455
Assam Meghalaya,2,2012,9,-0.458571028
Assam Meghalaya,2,2012,10,0.469964322
Assam Meghalaya,2,2012,11,-0.01066263
Assam Meghalaya,2,2012,12,-0.779203888
Assam Meghalaya,2,2013,1,-2.020636422
Assam Meghalaya,2,2013,2,-1.707576983
Assam Meghalaya,2,2013,3,-0.946059765
Assam Meghalaya,2,2013,4,-0.961967997
Assam Meghalaya,2,2013,5,0.354388647
Assam Meghalaya,2,2013,6,-0.578508957
Assam Meghalaya,2,2013,7,-2.424853919
Assam Meghalaya,2,2013,8,-1.570917249
Assam Meghalaya,2,2013,9,-1.235382905
Assam Meghalaya,2,2013,10,-1.036024612
Assam Meghalaya,2,2013,11,-0.540418813
Assam Meghalaya,2,2013,12,-2.436266465
Assam Meghalaya,2,2014,1,-2.073928436
Assam Meghalaya,2,2014,2,-0.993337798
Assam Meghalaya,2,2014,3,-1.394179912
Assam Meghalaya,2,2014,4,-3.346613919
Assam Meghalaya,2,2014,5,-1.371659155
Assam Meghalaya,2,2014,6,-0.931671092
Assam Meghalaya,2,2014,7,-2.016454949
Assam Meghalaya,2,2014,8,-0.523635385
Assam Meghalaya,2,2014,9,1.398558829
Assam Meghalaya,2,2014,10,0.072991026
Assam Meghalaya,2,2014,11,-1.971786405
Assam Meghalaya,2,2014,12,-2.057988414
Assam Meghalaya,2,2015,1,-0.492901462
Assam Meghalaya,2,2015,2,-0.589475793
Assam Meghalaya,2,2015,3,-1.236614758
Assam Meghalaya,2,2015,4,0.440431548
Assam Meghalaya,2,2015,5,0.673210491
Assam Meghalaya,2,2015,6,0.544342691
Assam Meghalaya,2,2015,7,-0.760625036
Assam Meghalaya,2,2015,8,0.008846376
Assam Meghalaya,2,2015,9,1.186997577
Assam Meghalaya,2,2015,10,-1.120652719
Assam Meghalaya,2,2015,11,-1.365810365
Assam Meghalaya,2,2015,12,-0.20743193
Assam Meghalaya,2,2016,1,0.524063036
Assam Meghalaya,2,2016,2,-0.288291616
Assam Meghalaya,2,2016,3,-0.446638652
Assam Meghalaya,2,2016,4,1.585198431
Assam Meghalaya,2,2016,5,1.395531753
Assam Meghalaya,2,2016,6,-0.834866038
Assam Meghalaya,2,2016,7,-1.111999913
Assam Meghalaya,2,2016,8,-1.977201121
Assam Meghalaya,2,2016,9,-2.358970101
Assam Meghalaya,2,2016,10,-0.507118935
Assam Meghalaya,2,2016,11,0.106452847
Assam Meghalaya,2,2016,12,0.533944168
Bihar,2,1871,1,
Bihar,2,1871,2,-1.028159783
Bihar,2,1871,3,-0.296144088
Bihar,2,1871,4,1.113460788
Bihar,2,1871,5,1.429621007
Bihar,2,1871,6,1.020446863
Bihar,2,1871,7,0.901486817
Bihar,2,1871,8,1.041455847
Bihar,2,1871,9,1.874056287
Bihar,2,1871,10,1.182736392
Bihar,2,1871,11,-1.340091597
Bihar,2,1871,12,0.079659761
Bihar,2,1872,1,1.033814087
Bihar,2,1872,2,0.903799318
Bihar,2,1872,3,-0.009152621
Bihar,2,1872,4,-0.179491652
Bihar,2,1872,5,-0.173878539
Bihar,2,1872,6,-0.413166404
Bihar,2,1872,7,-0.111387557
Bihar,2,1872,8,-0.727597353
Bihar,2,1872,9,-0.763900283
Bihar,2,1872,10,0.107915837
Bihar,2,1872,11,0.054839437
Bihar,2,1872,12,-0.774751648
Bihar,2,1873,1,-0.015289446
Bihar,2,1873,2,-0.55405132
Bihar,2,1873,3,0.564221767
Bihar,2,1873,4,1.068578762
Bihar,2,1873,5,-1.288584863
Bihar,2,1873,6,-1.422969593
Bihar,2,1873,7,-0.098210067
Bihar,2,1873,8,0.086956189
Bihar,2,1873,9,-1.55090224
Bihar,2,1873,10,-2.621055966
Bihar,2,1873,11,-2.206253737
Bihar,2,1873,12,-0.002674993
